NOR00001	1620.6707
NOR00002	1644.7335
NOR00003	1658.7601
NOR00004	1658.7601
NOR00005	1630.707
NOR00006	363.4298
NOR00007	1963.323
NOR00008	1409.6715
NOR00009	1978.3344
NOR00010	1980.3073
NOR00011	1965.2925
NOR00012	1979.3191
NOR00013	1410.6561
NOR00014	1831.1176
NOR00015	1845.1439
NOR00016	1979.3191
NOR00017	2973.2324
NOR00018	1422.6934
NOR00024	1576.4022
NOR00025	1578.4181
NOR00028	1496.4224
NOR00030	1562.4188
NOR00031	1578.3934
NOR00032	1580.4093
NOR00033	1202.6112
NOR00034	1188.5847
NOR00035	1218.6106
NOR00036	1216.6378
NOR00038	1186.6118
NOR00039	1216.6378
NOR00040	1202.6112
NOR00064	577.71277
NOR00065	593.7553
NOR00067	607.78186
NOR00068	563.6862
NOR00070	565.7021
NOR00071	592.7473
NOR00072	645.2077
NOR00075	607.78186
NOR00086	593.71216
NOR00088	616.14655
NOR00089	645.2077
NOR00090	616.14655
NOR00094	639.8204
NOR00096	669.8463
NOR00097	697.89954
NOR00098	653.8469
NOR00099	667.87354
NOR00100	681.9001
NOR00101	681.9001
NOR00102	653.8469
NOR00104	681.9001
NOR00105	667.87354
NOR00106	910.06384
NOR00107	1038.1997
NOR00108	1045.1873
NOR00109	995.1717
NOR00110	1025.1959
NOR00111	952.14355
NOR00112	953.0919
NOR00113	960.07947
NOR00114	967.1185
NOR00117	981.14514
NOR00118	981.14514
NOR00121	986.1598
NOR00125	1002.1592
NOR00127	1002.0716
NOR00128	1010.20624
NOR00129	981.14514
NOR00130	1009.15515
NOR00131	1053.2509
NOR00132	1010.14655
NOR00133	1013.18695
NOR00135	1016.09814
NOR00136	1023.1818
NOR00137	1023.1818
NOR00138	1024.1731
NOR00140	1029.1879
NOR00143	1037.2084
NOR00144	1039.1812
NOR00145	1041.197
NOR00148	1068.2239
NOR00149	1117.3378
NOR00150	1045.1873
NOR00151	1046.1952
NOR00152	1059.2139
NOR00153	1064.2104
NOR00154	1073.1974
NOR00155	1029.2095
NOR00156	1036.197
NOR00157	1032.1687
NOR00158	1030.1958
NOR00159	1052.1832
NOR00209	270.2817
NOR00210	369.36972
NOR00211	1036.3446
NOR00220	1043.1732
NOR00221	1044.158
NOR00222	1199.3556
NOR00223	1021.12134
NOR00224	1099.2794
NOR00225	1031.1592
NOR00226	1463.7123
NOR00228	1255.4171
NOR00229	1263.4375
NOR00230	1203.3425
NOR00231	1265.4104
NOR00232	1269.4006
NOR00233	1269.4437
NOR00234	1283.4702
NOR00235	1301.3994
NOR00236	1285.4000
NOR00237	1319.8451
NOR00238	1269.4006
NOR00239	1303.8457
NOR00240	1333.4844
NOR00241	1269.4437
NOR00242	1283.4702
NOR00243	1882.2947
NOR00245	1859.261796
NOR00249	1141.4469
NOR00250	705.71106
NOR00251	669.54645
NOR00252	783.9487
NOR00253	797.97534
NOR00254	769.92224
NOR00255	735.9060
NOR00256	797.97534
NOR00257	953.04553
NOR00258	973.4641
NOR00259	1050.1608
NOR00260	1070.5792
NOR00261	843.9643
NOR00262	836.97675
NOR00263	808.9633
NOR00264	827.9649
NOR00272	867.0009
NOR00273	881.0275
NOR00274	946.0745
NOR00275	930.07513
NOR00276	869.04175
NOR00277	957.12524
NOR00279	824.9627
NOR00280	348.37695
NOR00281	1101.4196
NOR00282	1087.393
NOR00285	1117.419
NOR00287	1085.4202
NOR00294	319.3954
NOR00298	1270.4763
NOR00304	436.50198
NOR00305	445.50876
NOR00306	415.4828
NOR00307	431.48218
NOR00308	529.7113
NOR00309	543.73785
NOR00310	543.73785
NOR00311	591.78064
NOR00312	591.78064
NOR00313	501.65817
NOR00314	515.68475
NOR00315	515.68475
NOR00316	563.72754
NOR00317	563.72754
NOR00318	515.68475
NOR00319	487.63156
NOR00320	602.76355
NOR00321	630.81665
NOR00322	515.68475
NOR00323	515.68475
NOR00324	439.58875
NOR00325	503.63095
NOR00326	487.63156
NOR00327	515.68475
NOR00328	487.63156
NOR00329	709.6697
NOR00330	882.7802
NOR00331	1126.3828
NOR00332	1125.3981
NOR00333	1140.4093
NOR00334	1140.4093
NOR00335	1112.3563
NOR00336	1126.3828
NOR00337	1126.3828
NOR00338	1140.4093
NOR00339	1395.6798
NOR00340	1408.6985
NOR00342	1340.6013
NOR00343	1354.6279
NOR00344	1987.4258
NOR00345	1943.373
NOR00346	1973.3992
NOR00347	1987.4258
NOR00348	1943.373
NOR00356	1225.7787
NOR00357	1179.7484
NOR00358	1136.6807
NOR00359	1223.7579
NOR00361	1380.670974
NOR00369	785.09094
NOR00370	837.0562
NOR00371	985.2166
NOR00372	969.2172
NOR00373	1110.3386
NOR00374	1112.3545
NOR00375	943.17664
NOR00376	1015.23926
NOR00377	1098.3279
NOR00378	929.1501
NOR00379	1001.21277
NOR00380	1351.5825
NOR00381	1084.3013
NOR00382	1666.9908
NOR00383	1795.12
NOR00384	1070.2748
NOR00385	961.1919
NOR00386	1126.381
NOR00387	1070.2748
NOR00388	1058.3071
NOR00389	1041.2567
NOR00390	1477.8712
NOR00391	894.06445
NOR00392	878.02203
NOR00393	914.0575
NOR00394	595.7329
NOR00395	836.0714
NOR00396	1495.8865
NOR00397	1111.2837
NOR00398	1239.4558
NOR00399	893.0565
NOR00404	731.91907
NOR00405	514.65204
NOR00406	623.73975
NOR00407	639.73914
NOR00408	904.2116
NOR00409	978.3133
NOR00410	1004.35065
NOR00411	829.1667
NOR00412	616.75037
NOR00413	1188.457
NOR00415	963.047
NOR00416	1688.922
NOR00417	1505.7572
NOR00420	732.8658
NOR00421	809.92993
NOR00422	1416.6145
NOR00423	1402.5879
NOR00424	1400.5919
NOR00425	1386.5653
NOR00426	749.89453
NOR00427	834.0939
NOR00428	834.0939
NOR00429	820.06726
NOR00430	1128.4598
NOR00431	1153.4429
NOR00432	703.9105
NOR00433	721.9258
NOR00434	614.77594
NOR00435	627.7946
NOR00436	641.81793
NOR00437	688.8512
NOR00438	741.9138
NOR00439	717.89404
NOR00440	599.74146
NOR00441	868.9707
NOR00442	1136.7252
NOR00443	1150.7518
NOR00444	1164.7784
NOR00445	1726.7444
NOR00446	1708.7523
NOR00447	1705.9308
NOR00449	1720.9652
NOR00450	1720.9652
NOR00451	1722.938
NOR00454	583.80347
NOR00455	610.8487
NOR00456	526.71063
NOR00457	512.684
NOR00458	499.66544
NOR00459	512.684
NOR00460	669.8777
NOR00461	641.88416
NOR00462	530.5304
NOR00463	444.45776
NOR00464	430.43118
NOR00465	444.45776
NOR00466	455.50357
NOR00467	731.798
NOR00468	731.798
NOR00469	564.63275
NOR00470	733.81384
NOR00471	731.798
NOR00472	745.8246
NOR00473	729.7821
NOR00474	697.7818
NOR00475	858.98224
NOR00476	844.9556
NOR00477	824.966
NOR00478	838.9927
NOR00479	854.99207
NOR00485	479.56805
NOR00487	426.55353
NOR00488	668.7821
NOR00490	1301.5718
NOR00491	1457.7572
NOR00492	1792.8058
NOR00493	1792.8058
NOR00494	1806.8324
NOR00495	1674.6515
NOR00496	1534.5546
NOR00498	1404.819
NOR00499	1418.8456
NOR00502	1418.8456
NOR00503	461.0388
NOR00504	392.14868
NOR00505	457.00702
NOR00506	459.02292
NOR00507	426.59375
NOR00508	423.56995
NOR00509	390.1328
NOR00510	423.56995
NOR00511	475.0223
NOR00512	477.0382
NOR00513	475.0223
NOR00514	371.43024
NOR00515	752.9
NOR00516	766.9266
NOR00517	780.9532
NOR00520	816.9422
NOR00521	938.12195
NOR00522	939.1299
NOR00523	828.00793
NOR00524	829.01587
NOR00525	814.92633
NOR00529	1109.3586
NOR00530	1137.4119
NOR00531	1123.3853
NOR00532	905.11365
NOR00533	974.15405
NOR00534	1139.3846
NOR00535	798.92694
NOR00536	775.9119
NOR00548	767.95447
NOR00549	742.8621
NOR00550	745.8677
NOR00551	995.03925
NOR00552	979.0398
NOR00553	912.3412
NOR00554	867.30054
NOR00555	930.9555
NOR00556	900.97253
NOR00557	898.95667
NOR00558	914.9991
NOR00559	912.9832
NOR00561	1092.4144
NOR00562	1078.388
NOR00563	1078.388
NOR00564	1078.388
NOR00574	903.0564
NOR00575	816.02203
NOR00576	784.02325
NOR00577	800.02264
NOR00578	767.93604
NOR00580	861.03784
NOR00581	875.06445
NOR00583	927.5263
NOR00584	937.07263
NOR00585	921.03015
NOR00586	921.03015
NOR00587	1017.94147
NOR00588	923.046
NOR00589	1124.1265
NOR00590	1138.1531
NOR00591	1124.1265
NOR00592	1110.0999
NOR00593	1190.163
NOR00594	1204.1896
NOR00595	980.9428
NOR00596	932.07275
NOR00597	946.0993
NOR00598	1014.0888
NOR00599	750.9848
NOR00601	733.63354
NOR00602	686.63306
NOR00603	641.5382
NOR00604	594.5377
NOR00605	550.08673
NOR00606	627.5116
NOR00607	580.51117
NOR00608	536.0601
NOR00609	657.5376
NOR00610	609.5292
NOR00611	565.0782
NOR00612	657.5376
NOR00613	609.5292
NOR00614	565.0782
NOR00615	643.51105
NOR00618	656.52966
NOR00619	609.5292
NOR00620	565.0782
NOR00621	985.2166
NOR00622	575.56946
NOR00623	526.6245
NOR00624	414.498
NOR00625	823.0561
NOR00626	572.4383
NOR00627	529.71625
NOR00632	529.71625
NOR00633	685.69006
NOR00634	701.68945
NOR00635	685.69006
NOR00636	669.6907
NOR00637	541.5184
NOR00638	668.7059
NOR00639	652.7065
NOR00640	540.53357
NOR00641	524.5342
NOR00642	793.98846
NOR00643	891.10364
NOR00645	716.94745
NOR00646	655.8231
NOR00647	641.7965
NOR00648	637.8509
NOR00651	1126.214
NOR00655	1276.4811
NOR00657	1467.7933
NOR00658	1111.3219
NOR00659	740.88116
NOR00660	1528.4396
NOR00661	2355.3022
NOR00662	2540.0388
NOR00663	500.45804
NOR00664	604.70166
NOR00665	754.87463
NOR00666	796.91455
NOR00667	738.87524
NOR00668	780.91516
NOR00669	5033.7524
NOR00670	323.28265
NOR00672	879.01013
NOR00676	866.9579
NOR00677	852.93134
NOR00678	852.93134
NOR00679	823.89
NOR00683	1435.227
NOR00713	826.0285
NOR00715	1658.7601
NOR00717	1672.7867
NOR00728	964.28674
NOR00729	980.32916
NOR00730	990.32404
NOR00731	1006.3665
NOR00735	425.5622
NOR00736	439.58875
NOR00737	439.58875
NOR00738	473.60498
NOR00739	467.64194
NOR00744	718.8392
NOR00745	1509.746
NOR00762	2369.3289
NOR00769	627.76996
NOR00770	669.8497
NOR00771	669.8497
NOR00772	683.8762
NOR00776	1045.1857
NOR00777	1045.1857
NOR00778	1059.2124
NOR00779	1059.2124
NOR00780	1035.148
NOR00781	1035.148
NOR00782	1049.1744
NOR00783	1049.1744
NOR00784	1071.2263
NOR00785	1071.2263
NOR00786	1085.2529
NOR00787	1085.2529
NOR00788	1099.2794
NOR00789	1029.1466
NOR00790	1057.1997
NOR00791	1057.1997
NOR00792	1057.1997
NOR00793	1071.2263
NOR00794	1071.2263
NOR00795	1085.2529
NOR00796	1058.1844
NOR00797	1072.211
NOR00798	1086.2378
NOR00799	1185.329
NOR00800	1185.329
NOR00801	1199.3556
NOR00804	613.74817
NOR00805	611.7323
NOR00806	933.0807
NOR00807	877.0571
NOR00810	702.9209
NOR00816	924.09045
NOR00817	1009.15515
NOR00818	500.45804
NOR00819	486.47455
NOR00820	485.44342
NOR00821	399.3542
NOR00822	399.3542
NOR00823	385.37067
NOR00824	838.9893
NOR00825	773.95575
NOR00840	1711.7529
NOR00841	1697.7263
NOR00842	1682.6919
NOR00844	2554.0654
NOR00845	2568.092
NOR00846	1173.4009
NOR00861	1207.7585
NOR00862	1251.8112
NOR00863	1235.8118
NOR00875	1959.3296
NOR00876	2005.4409
NOR00880	1182.3203
NOR00882	1154.4359
NOR00883	1168.4626
NOR00884	1140.4093
NOR00885	1154.4359
NOR00886	1168.4626
NOR00906	1168.0815
NOR00907	1150.0664
NOR00908	1184.081
NOR00909	1166.0657
NOR00937	1622.9482
NOR00945	1642.9346
NOR00977	1187.5138
NOR00978	1229.5505
NOR01020	1325.6378
NOR01023	1909.2327
NOR01028	589.76654
NOR01029	1910.262
NOR01056	1203.4767
NOR01057	1203.4767
NOR01062	1158.4147
NOR01063	1189.4501
NOR01064	1189.4501
NOR01065	1175.4236
NOR01066	1203.4767
NOR01067	1219.4761
NOR01081	1900.8558
NOR01107	623.7827
NOR01108	593.7568
NOR01109	625.79865
NOR01110	639.78217
NOR01112	609.75616
NOR01113	609.75616
NOR01114	810.93286
NOR01115	824.9594
NOR01116	824.9594
NOR01117	853.01256
NOR01118	853.01263
NOR01119	855.93036
NOR01120	869.9569
NOR01121	869.9569
NOR01122	883.9835
NOR01123	883.9835
NOR01124	898.01013
NOR01125	912.0367
NOR01132	986.57
NOR01133	958.5
NOR01134	727.4126
NOR01135	753.4364
NOR01136	697.38
NOR01137	711.39
NOR01138	725.41
NOR01139	727.39
NOR01140	750.4
NOR01141	565.57466
NOR01144	948.4587
NOR01145	901.446
NOR01146	1704
NOR01147	1718
NOR01148	1732
NOR01156	905.4232
NOR01157	875.4135
NOR01158	875.3791
NOR01159	840.4477
NOR01160	855.4477
NOR01173	990.5165
NOR01254	488.53
NOR01255	1295
NOR01256	1281
NOR01257	1267
NOR01265	1476.8115432
NOR01267	739.463247
NOR01268	725.91776
NOR01269	725.91776
NOR01270	711.89118
NOR01271	607.394499
NOR01353	1334.35042
NOR01354	753.97092
